class (1=건전/0=부도),outx9ln,outx10ln,outx13,outx14,outx15,outx18,outx19,outx21,outx23,outx25,outx27,outx28,outx29,outx31,outx32,outx33,outx34,outx35,outx36,outx37,outx38,outx39,outx41,outx42,outx43,outx44,outx46,outx47,outx49,outx50,outx52,outx53,outx55,outx56,outx59,outx60,outx61,outx62,outx66,outx67,outx69,outx70,outx73
1,8.778325929,4.33073334,27.907,29.405,-16.469,-9.384,-10.722,7.701,-3.003,-8.194,90.28,131.662,6.377,-0.064,-147,-8.259,-8.244,46.023,45.42,29.042,35.793,-28.606,62.164,75.608,-10.615,1.177,45.513,45.24,2.696,2.271,-0.201,0,3.995,0.949,37.419,17.233,2.198,2.454,9.393,1.198,5.141,0.302,-0.198
1,7.819234454,5.605802066,37.928,29.139,20.251,-24.59,68.657,3.697,78.825,2.009,82.355,94.465,3.175,1.597,18.382,2.333,2.083,82.748,26.36,72.508,114.583,-11.958,76.929,51.833,3,11.333,49,47.266,1.087,4.868,-0.09,0.023,46.504,1.301,18.282,10.103,2.336,1.413,5.78,1.336,-48.979,-6.26,0.576
0,7.067047007,4.879767019,54.08,22.35,43.02,29.12,-4.43,1.95,161.25,6.24,86.87,52.47,1.95,4.19,36.46,15.11,15.11,168.37,0,161.76,160.31,29.39,206.43,27.62,15.46,27.78,44.6,18.01,0.46,13.21,0.15,0.13,22.62,2.42,66.61,41.14,6.14,4.62,34.43,5.14,52.59,5.37,-1.68
0,6.364750757,4.736198448,76.41,25.645,-12.631,141.176,-47,0,0,4.647,88.812,76.578,0,0,23.684,25.757,20.454,300,0,283.333,364.285,57.575,522.222,13.636,20.454,85,0,0,0,22.784,0.179,0.184,20.034,2.979,0,163,0,0,153,0,0,0,0
0,6.458761391,7.136928615,9.93,33.18,4.28,-60.98,4.7,13.85,55.83,3.26,62.06,93.34,13.85,1.24,2.16,0.98,0.98,103.55,4.32,124.66,159.57,3.16,139.93,7.9,0.95,57.62,33.18,113.43,13.16,4.41,-0.01,0.11,13.61,0.3,7.35,5.76,0.6,1.4,-3.81,-0.4,-10.95,-1.01,-0.01
0,6.818924065,5.123963979,27.375,18.579,-8.682,-16.666,-12.386,0.655,288.019,3.606,86.229,91.254,0.655,6.5,19.642,5.689,5.689,105.252,0,83.544,89.041,4.31,131.645,13.62,5.689,28.965,44.31,28.087,-0.741,12.534,0.077,0.075,23.766,1.473,54.863,34.223,23.5,20.5,32.766,22.5,49.805,21.333,4.833
0,7.564238475,5.272999559,48.259,10.425,15.311,113.513,43.567,0,0,5.394,36.618,91.93,0,0,53.333,21.181,21.181,61.514,0,32.094,32.302,-24.847,58.783,60.285,21.181,39.714,0,0,0,8.884,-0.059,0,33.241,4.629,0,39.864,0,0,39.864,0,0,0,0
1,6.486160789,5.568344504,43.203,13.567,0.923,173.076,84.137,0,0,3.353,91.92,83.788,0,0,8.396,8.239,8.239,240.366,0,20,0,57.303,761,5,8.239,85,0,0,0,0,0.14,0.073,13.525,3.184,0,-72,0,0,-77,0,0,0,0
0,5.424950017,4.276666119,42.168,30.837,3.181,-50.98,10.126,0.881,156.323,6.167,86.343,79.259,0.881,8,19.444,8.045,8.045,142.424,0,151.515,208.333,24.137,227.272,18.965,8.045,41.379,19.54,14.977,0.881,15.655,0.275,0.295,5.973,1.367,320.588,106.862,54.5,28,104.901,53.5,173.529,29.5,5
1,9.072112253,7.063903961,46.201,29.222,3.641,35.118,-2.137,3.146,44.274,3.892,88.506,97.928,2.583,2.299,28.999,1.963,6.221,94.471,64.956,44.117,52.842,-3.56,94.716,67.388,15.947,21.453,31.84,19.921,0.599,3.829,-0.053,0.062,5.833,1.581,29.971,12.149,1.897,0.656,5.747,0.897,17.291,1.094,0.901
1,6.354370041,6.188264123,11.463,75.652,-16.058,16.505,5.608,1.043,500,2.086,80.695,102.688,-6,3,2.464,1.026,0.307,26.792,96.959,7.327,186.046,-40.071,53.093,85.428,2.231,12.493,68.342,463.304,-2.898,6.084,-2.626,2.425,0.427,0.151,-9.346,-7.299,-32,-33,-7.475,-33,-11.711,-52,-25.166
1,8.647694999,7.18690102,20.855,26.54,69.856,11.428,19.099,4.458,111.184,2.615,82.797,92.993,4.458,1.59,11.27,2.068,1.89,80.712,53.203,19.041,40.315,-14.514,71.147,50.304,4.085,16.772,67.723,93.698,1.119,4.503,-0.192,0.162,3.079,0.785,-6.744,-5.487,-1.417,-2.074,-9.359,-2.417,-33.158,-6.968,0.791
1,8.395251521,6.555356892,40.947,26.57,12.936,8.333,-10.241,4.699,94.998,2.033,79.914,96.135,2.62,1.538,12.802,5.962,3.312,118.229,43.349,104.119,167.519,8.906,121.209,41.994,7.471,25.874,53.404,32.783,-0.174,10.317,0.032,0.088,27.236,1.541,20.813,14.995,1.451,2.442,4.667,0.451,2.687,0.187,-0.745
1,7.915348169,6.490723535,30.329,23.84,-4.23,-15.246,12.852,3.687,63.856,2.081,81.562,97.35,2.519,1.643,8.649,2.847,2.496,272.538,62.57,137.53,62.621,29.128,154.021,53.92,16.6,28.865,38.852,32.384,0.925,4.134,0.227,0.067,13.296,1.272,1.352,0.738,0.118,7.524,-5.48,-0.881,-6.087,-0.534,1.801
1,8.632484236,6.844815479,32.018,31.527,0.393,-25.719,13.155,7.093,84.852,2.352,83.567,99.789,6.041,1.386,14.057,2.693,2.25,176.01,15.997,141.596,90.314,29.168,189.863,32.458,9.188,16.007,60.739,63.5,0.866,4.705,0.238,0.136,5.978,1.015,26.438,19.119,2.366,2.326,11.041,1.366,-2.441,-0.218,1.168
1,8.397959103,5.843544417,26.088,13.835,11.423,32.953,29.946,3.199,59.701,1.712,78.819,105.803,2.996,1.633,22.028,3.383,2.857,164.027,37.962,22.729,20.36,13.421,120.913,64.172,9.962,12.969,36.541,21.901,0.613,4.111,0.053,0.115,3.1,1.885,24.279,10.194,1.661,-0.204,4.06,0.661,4.012,0.274,1.936
0,7.992268643,6.946975992,41.866,48.681,16.686,-12.844,7.011,9.229,72.423,4.969,46.72,94.067,7.2,1.703,14.134,5.399,4.133,224.125,51.851,141.755,1809.174,27.165,156.89,47.75,9.561,29.246,42.519,51.115,0.629,25.067,0.291,0.652,14.5,0.86,29.034,17.448,1.608,2.659,6.597,0.608,11.044,0.611,0.271
0,7.614731397,6.39116306,31.01,25.88,45.71,4,20.24,5.79,117.5,4.74,77.8,76.42,5.41,1.92,19.3,6.38,5.68,437.62,80.33,160.56,1134.14,35.58,166.05,53.88,21.46,32.28,57.77,52.65,-1,21.64,0.28,0.54,39.56,1.2,-3.43,-2.93,-0.31,0.71,-12.31,-1.31,-14.75,-1.49,-0.1
0,7.390817029,5.95857972,81.72,88,-12.62,22.01,20.57,59,62.96,9.92,59.56,76.14,52,1.11,52.44,6.9,6.9,61.51,99.93,25.59,392.33,-9.54,88.75,84.76,-0.51,15.2,54.51,85.63,35,49.04,-0.18,0.78,1.34,0.7,96.69,62.15,0.91,-0.05,-6.09,-0.09,-4.6,-0.09,0
1,7.983098941,6.51174533,28.039,33.162,28.835,81.481,56.019,6.038,70.312,1.194,77.345,98.414,5.424,1.237,5.2,0.994,0.828,126.047,81.674,34.993,72.759,5.42,107.358,73.656,4.094,15.928,56.828,81.917,1.115,2.887,0.031,0.392,1.928,0.845,-42.565,-28.772,-5.774,-3.932,-33.755,-6.774,-52.769,-7.158,0.079
1,8.736328721,7.085901464,77.266,46.763,29.471,0,11.895,2.634,57.533,2.779,82.522,96.557,1.702,2.121,14.476,4.95,4.347,91.401,15.576,68.647,38.038,-6.383,80.14,32.143,4.9,30.032,26.137,16.706,-3.168,6.622,-0.07,0,772,1.652,131.538,49.137,8.341,4.335,43.247,7.341,59.903,3.798,1.365
0,8.099782012,0,62.21,22.33,7.9,-100,-47,6.43,57.95,2.63,80.45,90.72,6.07,1.41,27.01,7.95,7.32,0,0,0,0,0,0,0,0,0,0,0,2.52,13.54,0.15,0.12,10.3,2.79,0,0,5.08,5.56,0,4.08,567,6.15,-1.76
0,8.547916364,7.01571242,25.547,17.203,61.478,20.919,4.355,2.598,61.961,1.706,83.688,95.507,2.598,1.828,7.899,3.186,2.481,162.839,43.036,62.292,87.521,19.571,139.77,49.21,3.214,31.415,33.615,23.118,0.406,5.803,0.158,0.285,4.208,1.485,56.291,27.59,5.007,5.358,22.08,4.007,38.087,3.388,0.32
0,6.626717749,5.105945474,37.476,25.96,-36.125,-15.845,-15.52,3.443,29.05,1.192,85.562,105.271,2.913,1.461,5.454,-1.67,1.878,202.339,9.95,51.127,27.118,36.534,231.578,27.766,13.569,34.446,41.962,26.622,0.905,12.276,0.222,0.293,2.887,1.443,94.029,60.191,7.269,3.23,51.91,6.269,112.935,8.73,6.5
1,8.163656176,6.747586527,31.994,28.14,-16.424,-21.984,17.158,5.383,49.162,0.996,75.989,98.529,5.126,1.216,4.107,1.08,1.05,121.311,84.883,50.914,107.029,2.34,103.397,68.907,1.77,25.57,41.296,39.191,2.717,3.92,0.041,0.198,3.837,1.136,-2.398,-1.33,-0.174,1.079,-9.879,-1.296,-39.098,-2.846,-0.021
1,8.045908742,5.225746674,42.36,22.428,14.996,72.222,57.8,2.114,67.19,2.787,81.512,90.695,1.377,2.545,46.774,5.042,4.3,92.378,91.947,89.651,101.205,-1.235,98.546,85.022,6.722,9.194,26.396,17.109,-0.427,3.463,-0.003,0.023,42.462,1.888,-4.494,-1.306,-0.363,1.56,-4.899,-1.363,-28.089,-2.272,0.121
0,7.333676396,4.143134726,74.814,22.991,65.156,-53.658,75.953,2.155,61.818,1.763,80.078,93.935,2.155,1.818,42.857,4.5,4.5,187.356,50.98,106.178,160.069,12.666,117.391,72.833,-6.166,10.5,34,13.324,0.861,7.891,0.029,0.12,25.516,3.253,20.098,7.635,1.242,0.878,1.489,0.242,-5.882,-0.363,0.484
1,6.381816017,4.060443011,61.618,19.966,17.729,-44.117,16.384,2.199,130.396,3.891,85.617,88.461,2.199,2.769,39.655,11.165,11.165,148.717,100,89.864,809.09,9.223,112.837,71.844,11.165,28.155,47.087,16.412,0.606,43.777,0.022,0.153,22.301,3.086,70.103,45.945,5.23,4.076,37.162,4.23,49.484,3.692,4.384
0,8.123261319,6.902742737,27.644,18.95,34.557,34.862,59.573,2.135,104.826,5.96,88.701,69.484,2.135,3.972,20.201,7.529,7.072,132.378,29.333,92.103,86.116,13.124,128.321,46.34,7.072,35.01,26.389,22.241,1.297,3.92,0.111,0.118,8.781,1.458,38.8,15.755,4.041,3.93,11.857,3.041,-70.533,-7.347,3.319
0,7.811163385,6.240275845,34.11,37.925,2.11,86.075,22.998,7.739,113.898,4.659,82.05,96.424,6.888,1.607,22.417,3.832,3.799,190.955,0.932,383.762,296.894,41.526,423.969,12.817,3.799,16.947,70.862,86.912,2.815,8.466,0.39,0.331,21.84,0.899,31.794,27.128,3.57,3.193,19.53,2.57,-6.013,-0.675,1.874
0,7.094234846,5.262690189,36.914,26.804,22.583,91.891,60.029,3.485,70.437,3.9,85.975,87.219,3.485,2.119,24.352,4.363,4.363,113.248,22.346,83.002,97.759,0.092,100.22,42.061,4.363,17.92,33.24,29.709,1.552,5.052,-0.019,0.068,22.314,1.377,91.34,36.99,7.785,4.404,32.239,6.785,19.832,1.69,1.619
0,6.972606251,5.241747015,49.898,23.149,14.978,7.042,61.213,3.28,100.486,4.873,88.284,83.107,3.092,2.485,27.513,8.51,8.51,354.471,0,232.571,186.419,51.227,278.857,28.641,8.51,30.932,40.425,23.149,0.478,11.231,0.262,0.197,14.517,2.155,-10.526,-6.161,-0.742,2.228,-14.454,-1.742,-35.222,-2.485,-0.085
0,7.578145472,4.672828834,36.578,20.562,56.025,-41.935,0.547,6.598,104.971,2.25,84.45,87.172,6.496,1.449,41.121,5.263,3.992,106.851,31.328,91.722,270.198,3.811,109.395,40.562,3.992,9.709,72.413,40.818,-0.025,17.772,0.12,0.197,19.948,1.778,38.596,30.954,2.387,2.558,17.989,1.387,17.293,1.069,0.286
0,7.177782416,5.438079309,34.468,18.549,41.928,16.666,24.88,1.221,135.855,4.427,89.923,77.653,1.221,4.625,25.217,7.407,7.407,48.319,100,30.741,53.125,-31.417,55.515,70.625,7.407,29.374,29.374,17.557,-1.053,6.343,-0.132,0.04,10.607,1.858,96.956,40.325,13.937,13.062,37.432,12.937,55.217,7.937,2.187
0,6.974478911,5.361292166,29.821,18.802,41.215,50,32.413,0,0,4.677,92.048,77.662,0,0,23.474,6.51,6.51,31.555,100,15.675,204.761,-60.156,16.756,72.265,6.51,27.734,65.104,46.772,-1.453,35.049,-0.347,0.054,213.8,1.586,25.8,23.243,0,0,23.243,0,-20.6,0,0
0,6.570882962,5.393627546,43.067,20.448,27.046,51.923,16.613,0,0,6.162,84.313,72.499,0,0,20,12.054,12.054,140.127,0,88.965,96.212,17.26,143.448,39.726,12.054,60.273,0,0,0,5.974,0.088,0.105,10.9,2.106,0,30.344,0,0,30.344,0,0,0,0
0,7.022868086,5.641907071,23.065,27.094,37.837,-9.145,-9.812,4.991,83.44,3.386,80.57,89.266,4.991,1.75,13.475,3.36,3.04,181.987,100,2.089,36.363,10.56,113.793,76.56,6.56,22.56,47.68,53.119,1.551,11.507,0.083,0.917,1.004,0.851,-17.281,-10.64,-1.839,2.053,-16.425,-2.839,-27.013,-2.875,0.982
1,8.809862805,6.972606251,25.99,22.761,10.034,11.983,3.98,6,80.137,1.328,86.865,95.47,5.641,1.258,8.341,1.755,1.487,123.439,72.928,60.73,205.656,6.653,110.241,64.961,7.138,17.836,63.54,56.731,0.974,5.905,0.056,0.405,3.787,1.141,-2.288,-1.77,-0.216,0.019,-9.949,-1.216,-14.811,-1.4,-0.592
0,9.242807562,6.735780014,21.814,10.939,-7.154,25.136,-0.346,2.187,74.463,0.735,93.455,97.863,2.187,1.42,9.026,1.837,1.469,61.228,87.827,14.253,11.809,-14.523,81.154,77.064,10.481,16.283,52.426,26.243,-0.769,7.734,-0.083,0.108,4.54,1.994,-4.61,-2.887,-0.553,-1.283,-8.108,-1.553,-6.676,-0.8,-0.787
0,7.380255788,5.814130532,18.684,37.468,-30.622,9.192,7.918,8.541,43.283,0.748,80.236,99.389,8.229,1.094,3.582,0.389,0.359,75.042,29.545,29.861,25.46,-13.177,78.174,60.377,5.54,10.032,39.532,82.294,0.496,1.24,-0.35,0,1.719,0.498,11.818,5.193,1.138,2.007,0.632,0.138,-21.363,-2.058,0.671
1,8.763584409,6.961296046,46.833,43.41,7.098,19.68,18.357,6.112,42.948,1.344,81.194,99.813,4.173,1.276,8.151,2.069,1.337,79.253,82.912,43.86,72.419,-5.88,92.415,77.535,8.634,16.412,32.047,32.202,0.001,3.612,-0.122,0,7.744,1.078,14.66,5.62,0.772,3.189,-1.656,-0.227,-11.067,-0.583,0.112
1,8.951958169,6.818924065,33.31,27.994,12.481,10.441,17.802,8.727,95.942,2.214,83.387,96.44,7.574,1.299,18.688,3.062,2.435,152.44,24.534,133.883,238.461,21.136,168.042,31.063,7.335,13.032,72.738,66.127,0.308,9.677,0.144,0.164,29.477,1.189,5.051,4.225,0.382,0.639,-6.812,-0.617,-15.253,-1.155,0.097
1,8.816111896,6.721425701,26.193,23.731,1.292,54.285,-18.9,5.295,52.811,0.845,87.273,105.484,3.174,1.187,6.867,1.297,1.041,44.418,72.033,33.754,55.842,-34.673,52.035,72.29,7.859,15.17,44.05,35.746,-1.315,3.005,-0.306,0,18.938,1.103,16.141,8.381,1.089,1.196,0.689,0.089,-6.099,-0.411,-2.918
1,10.11520609,8.66733585,41.506,27.929,0.659,29.649,37.246,2.103,179.93,5.34,82.408,87.174,1.509,4.488,22.719,9.437,6.859,100.049,78.5,66.961,171.03,0.02,100.035,58.076,27.699,30.194,40.053,31.182,0.279,8.578,0.04,0.256,7.698,1.486,35.954,20.629,5.328,4.484,16.758,4.328,-19.696,-2.919,-0.503
1,8.689801056,6.790097236,53.393,21.911,17.037,24.121,9.673,1.8,98.885,1.884,90.238,95.866,0.807,2.327,12.598,5.566,4.39,192.429,36.623,76.307,78.217,29.674,177.641,38.22,27.009,34.849,42.493,18.243,-0.247,20.108,0.092,0.125,8.47,2.436,4.52,2.948,0.457,1.252,-3.489,-0.542,-7.38,-0.747,1.112
1,9.008591318,4.94875989,15.032,8.148,28.871,-28.893,-10.338,2.642,70.317,-6.913,93.148,101.931,2.153,-1.615,-147,0.429,-13.487,60.131,100,20.444,48.127,-10.097,88.087,84.769,-3.795,3.365,64.908,33.268,-0.274,13.923,-0.001,0.26,3.467,1.844,29.937,20.108,3.768,3.976,14.772,2.768,-4.45,-0.56,-0.541
0,7.526178913,6.194405391,19.412,26.508,8.158,-17.662,17.367,7.543,71.374,3.771,80.872,81.4,7.435,1.521,14.285,4.128,2.557,103.716,9.25,52.384,69.37,1.936,104.213,45.962,10.595,17.902,39.495,58.243,-0.848,2.877,0.05,0.217,2.703,0.732,38.112,18.335,2.942,3.042,12.105,1.942,-8.048,-0.621,0.557
0,8.991313336,6.9902565,36.689,21.137,101.631,-56.367,26.031,3.821,52.63,2.128,79.372,94.639,3.41,1.661,15.745,3.216,3.313,146.519,68.122,104.599,117.543,10.618,115.953,66.556,13.679,21.042,34.16,21.946,-1.75,5.061,0.087,0.118,20.946,1.735,82.359,35.631,4.729,4.394,28.098,3.729,38.91,2.234,1.83
1,6.921658184,5.278114659,62.461,40.039,-24.777,8.86,-8.542,3.648,83.605,2.366,80.177,90.756,3.451,1.648,12.244,7.729,3.864,85.08,93.362,51.219,108.333,-8.534,87.073,66.022,15.458,31.561,36.392,22.287,0.607,5.982,-0.02,0.111,12.29,1.56,9.734,5.176,0.594,0.945,-3.529,-0.405,-0.442,-0.027,0.486
0,8.603508493,6.517242821,43.88,31.82,15.36,244.22,9.48,4.68,101.78,2.5,81.51,94.05,2.77,1.67,20.52,4.33,3.45,119.49,49.9,95.01,93.33,8.02,115.76,50.86,11.05,16.38,65.39,49.56,1,7.57,0.05,0,38.27,1.38,-3.69,-2.89,-0.39,0.25,-10.28,-1.39,-8.38,-0.97,0.88
1,8.572627898,6.805722553,23.988,18.164,-3.187,-3.015,25.274,6.395,70.303,1.059,84.408,96.475,6.244,1.195,6.201,1.482,1.258,125.17,36.363,92.213,140.849,5.863,113.92,42.125,6.807,20.287,58.818,49.536,2.805,5.898,0.052,0.103,13.482,1.32,1.107,0.817,0.085,-0.032,-8.709,-0.914,-38.846,-3.008,-0.571
1,7.196686571,5.564520407,23.028,12.359,10.788,-37.705,7.38,4.494,51.751,1.348,91.91,91.295,4.419,1.333,6.896,2.695,2.425,161.352,74.652,82.598,124.324,17.115,131.127,54.986,21.698,35.175,38.814,21.573,-0.235,12.027,0.108,0.244,5.393,1.863,59.027,35.343,2.833,4.85,22.869,1.833,10.763,0.516,0.633
0,9.294037931,5.877735782,8.624,2.575,9.177,-23.188,3.033,2.648,87.007,0.101,97.995,135.172,0.478,1.052,3.081,0.455,0.333,249.572,59.522,13.732,0,26.555,147.683,55.69,6.282,10.834,82.701,25.062,0.69,81.141,0.058,0.069,14.853,3.349,15.449,14.329,1.461,2.298,4.526,0.461,1.871,0.177,0.086
0,8.709300049,7.466799475,40.544,37.828,19.837,48.587,8.251,5.479,104.62,3.366,77.174,90.699,4.241,1.614,11.663,6.499,3.471,104.985,23.784,54.767,92.014,2.994,108.106,36.94,16.147,29.76,48.647,47.186,0.079,7.238,0.018,0.117,6.885,1.071,11.717,8.115,1.009,0.975,0.072,0.009,-26.967,-2.322,-0.608
0,8.007034012,5.690359454,34.458,19.886,37.896,44.026,31.308,4.063,81.683,1.832,88.207,89.904,3.697,1.483,18.581,3.863,2.796,107.127,32.323,40.303,26.728,3.152,106.262,50.33,4.372,15.048,50.33,32.978,1.124,5.513,0.03,0.049,5.443,1.732,6.161,3.65,0.5,0.442,-3.65,-0.5,-36.464,-2.959,-0.385
1,7.380255788,5.814130532,18.684,37.468,-30.622,9.192,7.918,8.541,43.283,0.748,80.236,99.389,8.229,1.094,3.582,0.389,0.359,75.042,29.545,29.861,25.46,-13.177,78.174,60.377,5.54,10.032,39.532,82.294,0.496,1.24,-0.35,0,1.719,0.498,11.818,5.193,1.138,2.007,0.632,0.138,-21.363,-2.058,0.671
0,9.480443842,7.402451521,24.061,17.563,79.859,42.711,28.07,5.32,70.607,0.633,85.878,100.399,4.991,1.147,5.06,0.959,0.772,77.893,58.195,41.463,65.378,-11.88,79.564,58.137,3.631,15.27,61.517,50.431,-1.187,6.966,-0.058,0.111,6.476,1.369,15.029,10.912,1.424,1.538,3.252,0.424,-16.8,-1.592,0.218
1,8.175266104,6.018593214,63.13,37.359,25.07,-57.746,13.184,5.011,91.064,1.661,77.561,97.424,4.335,1.398,14.355,3.181,2.643,134.469,60.151,115.505,292.532,11.783,121.807,54.032,7.213,18.413,65.098,40.906,-0.552,9.949,0.055,0.119,35.168,1.689,1.514,1.208,0.123,0.415,-8.566,-0.876,-20.027,-1.634,0.134
0,6.276643489,4.605170186,35.278,25,-15.421,104.878,3.234,3.947,55.575,1.503,85.526,92.822,3.947,1.428,8,2.349,2.088,64.935,100,49.116,76.363,-14.099,80.918,73.89,13.054,26.109,38.903,28.007,1.562,6.608,-0.101,0.205,8.512,1.411,59.731,31.448,4.238,6.571,24.028,3.238,41.61,2.952,-0.238
0,8.285765421,6.329720906,52.891,31.585,38.949,95.538,40.263,5.369,59.685,1.058,77.136,98.428,4.991,1.197,7.486,1.518,1.518,35.8,100,17.913,19.634,-36.478,54.24,79.718,9.436,20.281,49.855,34.761,1.796,6.301,-0.214,0.025,7.046,1.674,17.548,10.975,1.136,1.117,1.315,0.136,-26.323,-1.704,0.389
0,7.765144903,5.209486153,42.211,32.88,37.034,-45.679,-12.748,4.751,-0.701,-5.303,79.422,110.999,4.751,-0.116,-68.306,-6.662,-7.305,15.495,100,31.413,236.507,-58.328,34.685,89.304,-6.838,10.695,39.333,28.553,-0.19,14.594,-0.399,0.045,37.712,1.283,-9.955,-4.384,-0.598,-0.848,-11.714,-1.598,-26.745,-1.607,-2.116
0,8.440959885,7.317876199,53.51,30.54,33.83,-100,26.02,0,0,1.38,89.25,83.53,0,0,4.34,3.1,2.42,100,87.19,95.46,0,-0.17,99.62,44.83,4.2,51.1,31.77,20.22,0,136,-0.03,0.15,772,1.75,-27.29,-17.73,0,0,-17.73,0,-84.96,0,0
1,8.707813551,6.81563999,23.888,17.322,36.507,14.454,37.52,4.628,70.096,2.545,88,91.02,3.52,1.667,16.885,3.681,3.031,91.766,13.255,52.633,45.83,-5,89.032,45.59,6.141,17.952,42.027,35.289,-0.177,3.539,-0.016,0,8.321,1.379,24.168,12.38,1.842,-0.846,5.662,0.842,-68.009,-5.185,-0.414
0,7.624130586,5.298317367,29.622,30.092,-10.022,80.2,9.944,5.813,30.653,3.957,67.366,96.431,3.468,1.68,40.5,4.315,3.719,27.322,100,36.4,51.512,-24.426,73.104,90.817,0.459,9.182,17.125,18.221,0.626,2.151,-0.259,0.091,3.661,0.984,204.557,38.574,6.411,2.168,32.558,5.411,146.648,4.596,0.126
1,8.427487278,6.639875834,22.612,28.155,8.394,30.127,11.383,7.416,65.301,0.721,85.604,101.683,6.891,1.112,4.313,0.633,0.55,73.781,34.355,11.679,17.525,-18.422,61.817,48.249,1.083,12.754,58.719,77.05,-2.235,3.153,-0.118,0.026,3.604,0.803,36.882,24.823,3.831,1.607,18.345,2.831,1.334,0.138,0.799
0,6.91671502,4.890349128,33.856,9.613,134.651,61.764,120.111,0.594,212.312,1.288,90.287,94.018,0.594,3.333,9.774,3.807,3.299,255.769,100,88.888,1761.538,20.558,131.034,66.243,8.375,33.756,60.659,23.686,0.129,136,0.073,0.222,11.337,3.521,-86.61,-72,-32,-30.333,-77,-33,-89.539,-35.666,0
0,8.051946231,5.587772866,43.4,19.17,493,227.77,312,0.92,190.23,3.88,86.5,84.18,0.92,5.21,78.08,8.79,8.79,18.84,100,34.13,72.14,-46.11,48.38,89.32,4.68,10.68,40.52,32.27,0.92,7.15,-0.19,0.02,18.28,2.26,51.2,23.23,17.9,13.66,21.93,16.9,-98.65,-35.48,2.93
1,7.993282328,6.499787041,15.381,13.914,-22.038,-15.816,-0.706,2.33,112.732,1.013,90.746,93.493,1.418,1.84,4.511,2.285,1.124,147.658,29.117,128.44,222.929,21.73,166.513,32.671,6.182,24.915,59.835,53.934,1.487,6.934,0.028,0.18,8.202,1.105,-53.913,-42.964,-12.478,-3.072,-46.407,-13.478,-60.613,-14.028,-2.768
1,8.258681496,6.274762021,33.432,29.137,12.795,147.727,23.291,6.604,70.367,1.942,78.451,97.709,5.49,1.341,14.124,2.368,2.018,118.315,0.36,101.233,88.099,10.414,131.825,32.723,4.682,14.289,52.314,50.349,2.777,4.14,0.077,0.029,16.823,1.147,22.788,13.908,1.737,1.694,5.902,0.737,-5.709,-0.435,0.38
1,8.222553638,6.261491684,29.21,39.446,3.043,21.268,29.059,15.252,69.646,0.187,69.522,104.084,14.5,1.017,1.335,-0.423,0.123,65.581,51.637,31.448,88.308,-26.98,51.429,55.549,0.423,9.246,72.719,110.66,6.121,6.777,-0.37,0,12.559,0.74,7.837,6.28,0.568,0.591,-4.763,-0.431,-22.712,-1.647,0.427
0,7.316548177,5.855071922,44.229,30.431,72,16.326,120.092,2.458,184.484,6.511,85.98,81.894,2.392,3.648,28.08,6.882,6.882,139.374,0,65.633,58.73,21.207,185.07,24.929,6.882,24.508,50.561,47.84,-0.513,7.149,0.151,0,28.396,1.453,20.416,13.674,3.972,7.324,10.232,2.972,-56.25,-10.945,3.891
0,7.775536207,4.881664913,37.19,47.29,38.81,-13.17,7.49,12.74,73.19,2.16,73.98,96.89,12.23,1.2,19.41,1.96,1.7,32.81,63.95,22.32,32.62,-54.74,26.03,74,1.64,4.2,58.94,77.65,4.89,3.09,-0.6,0,34.56,0.79,47,28.92,2.86,3.12,18.82,1.86,17.69,1.26,0.17
0,6.698268054,5.783825182,16.199,18.865,-3.567,-35.416,31.211,2.589,-81.941,-7.891,90.012,135.998,2.589,-2.047,-19.692,-5.97,-5.97,90.625,0,35.22,42.045,-7.276,75.471,29.664,-5.97,30.317,40.018,52.897,-4.188,3.174,-0.034,0,5.132,0.858,13.053,7.496,2.666,1.238,4.685,1.666,-58.041,-11.857,2.285
0,6.320768294,5.92157842,36.682,41.366,18.046,36.07,23.529,0,0,5.575,91.007,80.131,0,0,8.31,4.473,4.473,181.067,0,7.187,6.94,24.098,152.187,46.176,4.473,53.823,0,0,0,1.779,0.213,0.215,1.381,0.886,0,-38.125,0,0,-38.125,0,0,0,0
0,7.696212639,6.633318433,34.986,29.181,27.094,-26.923,-6.638,4.818,36.491,0.59,76.818,100.817,4.09,1.122,1.71,0.733,0.733,112.669,19.27,9.297,13.235,-13.036,56.166,29.74,0.733,42.889,32.505,26.181,-1.074,5.978,-0.085,0.009,8.148,1.198,18.75,10.671,1.018,3.811,0.197,0.018,-83.68,-4.547,3.518
0,7.388624662,5.784378875,23.5,15.77,62.13,31.42,75.81,3.92,92.69,4.83,87.24,80.09,3.92,2.23,33.44,7.2,7.2,154.02,0,121.16,81.22,23.15,168.09,34,5.65,23.49,32.77,28.04,-0.15,4.98,0.22,0,97.74,1.49,115.57,49.5,8.27,2.59,43.51,7.27,6.09,0.5,2.25
0,7.303170051,6.896694332,15.284,11.919,14.23,36.342,33.703,0.808,62.546,4.915,87.946,73.719,0.808,7.083,7.381,5.509,5.509,520.526,100,154.761,273.809,60.301,337.797,25.358,5.509,74.641,8.83,7.878,-0.268,7.369,0.426,0.451,2.984,1.282,-200,-71.13,-19.916,-16.916,-74.702,-20.916,-255.555,-24.916,6
