P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
424100,129,태평백화점,58,"쇠고기(한우,불고기)",600g(1등급),13200,2013-03,세일행사가100g2200원,002,대형마트,590000,동작구
424101,129,태평백화점,99,돼지고기(생삼겹살),600g,9300,2013-03,세일행사가100g1550원,002,대형마트,590000,동작구
424102,129,태평백화점,283,닭고기(육계),1마리(1kg),6300,2013-03,체리부로토종닭,002,대형마트,590000,동작구
424103,129,태평백화점,134,달걀(왕란),10개,2920,2013-03,싱싱왕란15구4380원,002,대형마트,590000,동작구
424104,129,태평백화점,259,"조기(냉동,국산)",1마리(30cm),990,2013-03,"국산참조기10마리9900원,중국산부세조기5500원,",002,대형마트,590000,동작구
424105,129,태평백화점,152,"명태(러시아,냉동)",1마리(45cm),2900,2013-03,러시아동태,002,대형마트,590000,동작구
424106,129,태평백화점,254,"오징어(생물,국산)",1마리(30cm),2500,2013-03,동해안오징어,002,대형마트,590000,동작구
424107,129,태평백화점,266,"고등어(생물,국산)",1마리(30cm),4500,2013-03,,002,대형마트,590000,동작구
424108,51,2001아울렛 불광점,28,사과,1개,1718,2013-03,잘익은사과,002,대형마트,380000,은평구
424109,51,2001아울렛 불광점,27,배,1개(600g),3475,2013-03,신고,002,대형마트,380000,은평구
424110,51,2001아울렛 불광점,26,배추,1포기,4590,2013-03,햇배추,002,대형마트,380000,은평구
424111,51,2001아울렛 불광점,25,무,1개,1590,2013-03,세척무,002,대형마트,380000,은평구
424112,51,2001아울렛 불광점,309,양파(1.5kg망),1망,4790,2013-03,풀빛양파,002,대형마트,380000,은평구
424113,51,2001아울렛 불광점,23,상추,120g,1290,2013-03,경기,002,대형마트,380000,은평구
424114,51,2001아울렛 불광점,311,오이(다다기),1개,663,2013-03,국산,002,대형마트,380000,은평구
424115,51,2001아울렛 불광점,312,애호박,1개,1590,2013-03,웰빙,002,대형마트,380000,은평구
424116,51,2001아울렛 불광점,131,쇠고기(한우1등급),600g,14340,2013-03,맥우 100g 2390원,002,대형마트,380000,은평구
424117,51,2001아울렛 불광점,99,돼지고기(생삼겹살),600g,5940,2013-03,민속-냉장100g990원,002,대형마트,380000,은평구
424118,51,2001아울렛 불광점,18,닭고기,1마리(900g),8990,2013-03,초원의전설,002,대형마트,380000,은평구
424119,51,2001아울렛 불광점,134,달걀(왕란),10개,2526,2013-03,신선왕란,002,대형마트,380000,은평구
424120,51,2001아울렛 불광점,259,"조기(냉동,국산)",1마리(19cm),1430,2013-03,참조기,002,대형마트,380000,은평구
424121,51,2001아울렛 불광점,152,"명태(러시아,냉동)",1마리(35cm),2590,2013-03,러시아,002,대형마트,380000,은평구
424122,51,2001아울렛 불광점,254,"오징어(생물,국산)",1마리(35cm),1247,2013-03,선동4마리4990원,002,대형마트,380000,은평구
424123,51,2001아울렛 불광점,266,"고등어(생물,국산)",1마리 (30cm),2990,2013-03,부산,002,대형마트,380000,은평구
424124,27,이마트 창동점,305,"사과(부사, 300g)",1개,1380,2013-03,"경북 당찬사과 5개 6,900원",002,대형마트,320000,도봉구
424125,27,이마트 창동점,306,"배(신고, 600g)",1개,3700,2013-03,"성환, 4개 14,800원",002,대형마트,320000,도봉구
424126,27,이마트 창동점,26,배추,1포기(2.2kg),2850,2013-03,전라도,002,대형마트,320000,도봉구
424127,27,이마트 창동점,25,무,1개(2.1kg),1280,2013-03,제주도,002,대형마트,320000,도봉구
424128,27,이마트 창동점,24,양파,1망(1.8kg),6980,2013-03,무안,002,대형마트,320000,도봉구
424129,27,이마트 창동점,310,상추(100g),1봉지(184g),1100,2013-03,충주,002,대형마트,320000,도봉구
424130,27,이마트 창동점,311,오이(다다기),1개,745,2013-03,"경기도 4개 2,980원",002,대형마트,320000,도봉구
424131,27,이마트 창동점,312,애호박,1개,1980,2013-03,진주,002,대형마트,320000,도봉구
424132,27,이마트 창동점,58,"쇠고기(한우,불고기)",600g(1등급),21600,2013-03,"전북, 설도100g 3,600원",002,대형마트,320000,도봉구
424133,27,이마트 창동점,52,돼지고기(삼겹살),600g,8280,2013-03,"선진포크, 100g 1,380원",002,대형마트,320000,도봉구
424134,27,이마트 창동점,283,닭고기(육계),육계(800g),7250,2013-03,"충북음성 올품, 통닭",002,대형마트,320000,도봉구
424135,27,이마트 창동점,181,달걀(왕란),10개,2634,2013-03,"난이생생 15개 3,950원",002,대형마트,320000,도봉구
424136,27,이마트 창동점,144,"조기(국산,냉동)",1마리(18cm),990,2013-03,제주,002,대형마트,320000,도봉구
424137,27,이마트 창동점,264,"명태(냉동,수입산)",1마리(48cm),1680,2013-03,"러시아산, 절단,2마리3,360원",002,대형마트,320000,도봉구
424138,27,이마트 창동점,256,"오징어(냉동,국산)",1마리,1980,2013-03,"동해 2마리 3,960원",002,대형마트,320000,도봉구
424139,27,이마트 창동점,266,"고등어(생물,국산)",1마리(소27cm),1980,2013-03,부산,002,대형마트,320000,도봉구
424140,207,관악신사시장(신림4동),305,"사과(부사, 300g)",1개,1700,2013-03,부사3개 5000원,001,전통시장,620000,관악구
424141,207,관악신사시장(신림4동),306,"배(신고, 600g)",1개,3000,2013-03,신고배,001,전통시장,620000,관악구
424142,207,관악신사시장(신림4동),307,배추(2.5~3kg),1포기,5500,2013-03,통배추 1망3입 16000원,001,전통시장,620000,관악구
424143,207,관악신사시장(신림4동),25,무,1개(1.5kg),1800,2013-03,국산,001,전통시장,620000,관악구
424144,207,관악신사시장(신림4동),24,양파,1망(1.2kg),4000,2013-03,망양파 9개입,001,전통시장,620000,관악구
424145,207,관악신사시장(신림4동),310,상추(100g),1봉지,400,2013-03,국산,001,전통시장,620000,관악구
424146,207,관악신사시장(신림4동),311,오이(다다기),1개,700,2013-03,국산,001,전통시장,620000,관악구
424147,207,관악신사시장(신림4동),312,애호박,1개,1500,2013-03,바이오애호박낱개,001,전통시장,620000,관악구
424148,207,관악신사시장(신림4동),58,"쇠고기(한우,불고기)",600g(1+등급),16800,2013-03,한우100g 2800원 1+,001,전통시장,620000,관악구
424149,207,관악신사시장(신림4동),99,돼지고기(생삼겹살),600g,7800,2013-03,국산삼겹살 100g 1300원 제주오겹1800원,001,전통시장,620000,관악구
424150,207,관악신사시장(신림4동),283,닭고기(육계),1마리(1kg),6000,2013-03,하림생닭,001,전통시장,620000,관악구
424151,207,관악신사시장(신림4동),134,달걀(왕란),10개,3500,2013-03,영양왕란 15구 5200원,001,전통시장,620000,관악구
424152,207,관악신사시장(신림4동),144,"조기(국산,냉동)",1마리(28cm),1000,2013-03,"참조기10마리10000원,중국 부세조기",001,전통시장,620000,관악구
424153,207,관악신사시장(신림4동),152,"명태(러시아,냉동)",1마리(45cm),2000,2013-03,러시아동태,001,전통시장,620000,관악구
424154,207,관악신사시장(신림4동),254,"오징어(생물,국산)",1마리(28cm),2500,2013-03,동해안,001,전통시장,620000,관악구
424155,207,관악신사시장(신림4동),266,"고등어(생물,국산)",1마리(33cm),4000,2013-03,,001,전통시장,620000,관악구
424156,56,롯데백화점,305,"사과(부사, 300g)",1개,1800,2013-03,프레가 국내산,002,대형마트,140000,중구
424157,56,롯데백화점,306,"배(신고, 600g)",1개,7500,2013-03,프레가 국내산 신고배2입 14000원,002,대형마트,140000,중구
424158,56,롯데백화점,307,배추(2.5~3kg),1포기,7000,2013-03,프레가 국내산,002,대형마트,140000,중구
424159,56,롯데백화점,308,무(1kg),1포기,2500,2013-03,프레가 국내산,002,대형마트,140000,중구
424160,56,롯데백화점,309,양파(1.5kg망),1망(1kg),5200,2013-03,프레가 국내산,002,대형마트,140000,중구
424161,56,롯데백화점,23,상추,1봉지(100g),1870,2013-03,프레가 국내산 150g 2800원,002,대형마트,140000,중구
424162,56,롯데백화점,311,오이(다다기),1개,700,2013-03,프레가백오이 5입 3500원,002,대형마트,140000,중구
424163,56,롯데백화점,312,애호박,1개,2500,2013-03,프레가진주 남강 논개 ,002,대형마트,140000,중구
424164,56,롯데백화점,58,"쇠고기(한우,불고기)",600g(1등급),16800,2013-03,한우앞다리100g 2800)1++급도드람Lpc국내산한우 31까지행사,002,대형마트,140000,중구
424165,56,롯데백화점,99,돼지고기(생삼겹살),600g,15540,2013-03,제주축협공판장100g 2590원 3월16일까지,002,대형마트,140000,중구
424166,56,롯데백화점,283,닭고기(육계),1마리1250g),16000,2013-03,햐림 자연실록육게닭,002,대형마트,140000,중구
424167,56,롯데백화점,134,달걀(왕란),10개,4200,2013-03,국내산 씨제이 프레시안,002,대형마트,140000,중구
424168,56,롯데백화점,303,조기,1마리,7000,2013-03,국내산 백조기,002,대형마트,140000,중구
424169,56,롯데백화점,152,"명태(러시아,냉동)",1마리(45cm),0,2013-03,입고안됨,002,대형마트,140000,중구
424170,56,롯데백화점,254,"오징어(생물,국산)",1마리,4250,2013-03,2마리 8500원,002,대형마트,140000,중구
424171,56,롯데백화점,266,"고등어(생물,국산)",1마리(45cm),25000,2013-03,제주,002,대형마트,140000,중구
424172,78,자양골목시장,305,"사과(부사, 300g)",1개,2000,2013-03,부사 ,001,전통시장,215000,광진구
424173,78,자양골목시장,281,"배(중품),신고",1개,2500,2013-03,신고,001,전통시장,215000,광진구
424174,78,자양골목시장,307,배추(2.5~3kg),1포기,4666,2013-03,해남,001,전통시장,215000,광진구
424175,78,자양골목시장,133,무(세척무),1개,700,2013-03,제주,001,전통시장,215000,광진구
424176,78,자양골목시장,309,양파(1.5kg망),1망,4200,2013-03,무안,001,전통시장,215000,광진구
424177,78,자양골목시장,310,상추(100g),1봉지(100g),420,2013-03,국산,001,전통시장,215000,광진구
424178,78,자양골목시장,311,오이(다다기),1개,650,2013-03,백오이,001,전통시장,215000,광진구
424179,78,자양골목시장,119,호박(인큐베이터),1개,1200,2013-03,웰빙,001,전통시장,215000,광진구
424180,78,자양골목시장,58,"쇠고기(한우,불고기)",600g(1등급),16800,2013-03,축협,001,전통시장,215000,광진구
424181,78,자양골목시장,99,돼지고기(생삼겹살),600g,6900,2013-03,축협,001,전통시장,215000,광진구
424182,78,자양골목시장,283,닭고기(육계),1마리(1.2kg),5500,2013-03,하림,001,전통시장,215000,광진구
424183,78,자양골목시장,181,달걀(왕란),10개,3500,2013-03,목초란,001,전통시장,215000,광진구
424184,78,자양골목시장,258,"조기(생물,국산)",1마리(20cm),666,2013-03,,001,전통시장,215000,광진구
424185,78,자양골목시장,152,"명태(러시아,냉동)",1마리(45cm),3000,2013-03,,001,전통시장,215000,광진구
424186,78,자양골목시장,256,"오징어(냉동,국산)",1마리(25cm),2000,2013-03,,001,전통시장,215000,광진구
424187,78,자양골목시장,266,"고등어(생물,국산)",1마리(25cm),1500,2013-03,,001,전통시장,215000,광진구
424188,153,이마트 명일점,305,"사과(부사, 300g)",1개,2300,2013-03,6900(7개),002,대형마트,740000,강동구
424189,153,이마트 명일점,306,"배(신고, 600g)",1개,3700,2013-03,14800원 (4개)나주,002,대형마트,740000,강동구
424190,153,이마트 명일점,307,배추(2.5~3kg),1포기,2980,2013-03,,002,대형마트,740000,강동구
424191,153,이마트 명일점,308,무(1kg),1개,1280,2013-03,제주,002,대형마트,740000,강동구
424192,153,이마트 명일점,24,양파,1망1.8kg),4980,2013-03,무안,002,대형마트,740000,강동구
424193,153,이마트 명일점,310,상추(100g),1봉지200g),1480,2013-03,논산양촌,002,대형마트,740000,강동구
424194,153,이마트 명일점,311,오이(다다기),1개,745,2013-03,4개 3180원 ,002,대형마트,740000,강동구
424195,153,이마트 명일점,312,애호박,1개,1680,2013-03,논개,002,대형마트,740000,강동구
424196,153,이마트 명일점,58,"쇠고기(한우,불고기)",600g 1등급,19500,2013-03,100g 3250원(횡성한우,002,대형마트,740000,강동구
424197,153,이마트 명일점,99,돼지고기(생삼겹살),600g,6000,2013-03,100g1000원 도드람,002,대형마트,740000,강동구
424198,153,이마트 명일점,283,닭고기(육계),1마리(850g),3750,2013-03,하림,002,대형마트,740000,강동구
424199,153,이마트 명일점,181,달걀(왕란),10개,2580,2013-03,난이생생,002,대형마트,740000,강동구
424200,153,이마트 명일점,144,"조기(국산,냉동)",1마리,1980,2013-03,5940원 (3마리),002,대형마트,740000,강동구
424201,153,이마트 명일점,152,"명태(러시아,냉동)",1마리,1680,2013-03,,002,대형마트,740000,강동구
424202,153,이마트 명일점,256,"오징어(냉동,국산)",1마리,1480,2013-03,2마리2960원,002,대형마트,740000,강동구
424203,153,이마트 명일점,266,"고등어(생물,국산)",1마리,1490,2013-03,4470(3마리 )소,002,대형마트,740000,강동구
424204,88,롯데백화점 청량리점,279,사과(중품),1개,4000,2013-03,국산 ,002,대형마트,230000,동대문구
424205,88,롯데백화점 청량리점,306,"배(신고, 600g)",1개,4000,2013-03,신고 ,002,대형마트,230000,동대문구
424206,88,롯데백화점 청량리점,307,배추(2.5~3kg),1포기,4980,2013-03,솎음배추,002,대형마트,230000,동대문구
424207,88,롯데백화점 청량리점,308,무(1kg),1포기,2000,2013-03,제주,002,대형마트,230000,동대문구
424208,88,롯데백화점 청량리점,24,양파,1망,6000,2013-03,무안,002,대형마트,230000,동대문구
424209,88,롯데백화점 청량리점,310,상추(100g),100g,950,2013-03,국내산,002,대형마트,230000,동대문구
424210,88,롯데백화점 청량리점,311,오이(다다기),1개,1390,2013-03,국내산 ,002,대형마트,230000,동대문구
424211,88,롯데백화점 청량리점,312,애호박,1개,2200,2013-03,논개 애호박,002,대형마트,230000,동대문구
424212,88,롯데백화점 청량리점,58,"쇠고기(한우,불고기)",600g(1등급),30000,2013-03,한우1+ 횡성,002,대형마트,230000,동대문구
424213,88,롯데백화점 청량리점,202,돼지고기(생삼겹살),600g,17940,2013-03,제주 ,002,대형마트,230000,동대문구
424214,88,롯데백화점 청량리점,283,닭고기(육계),1마리(1120g),0,2013-03,재고없음,002,대형마트,230000,동대문구
424215,88,롯데백화점 청량리점,17,달걀,10개,4300,2013-03,풀무원,002,대형마트,230000,동대문구
424216,88,롯데백화점 청량리점,258,"조기(생물,국산)",1마리(20cm),8900,2013-03,백조기  ,002,대형마트,230000,동대문구
424217,88,롯데백화점 청량리점,152,"명태(러시아,냉동)",1마리(45cm),0,2013-03,재고없음,002,대형마트,230000,동대문구
424218,88,롯데백화점 청량리점,254,"오징어(생물,국산)",1마리(25cm),2490,2013-03,울릉도 ,002,대형마트,230000,동대문구
424219,88,롯데백화점 청량리점,266,"고등어(생물,국산)",1마리(20cm),1666,2013-03,3마리5000원  소,002,대형마트,230000,동대문구
424220,90,우림시장,237,"사과(부사),중급(대)",1개,1500,2013-03,국산,001,전통시장,260000,중랑구
